bytes_out,num_pkts_out,bytes_in,num_pkts_in,bytes_ration,num_pkts_ration,time,av_pkt_size_in,av_pkt_size_out,var_pkt_size_in,var_pkt_size_out,median_in,median_out,mindelay,avgdelay,maxdelay,is_doh
0.0382068247325204,0.0405664722136935,0.0379932847205606,0.0422523961661341,0.3309449489382546,0.6666666666666666,0.1422609580262285,0.1610997565552214,0.4464860212408948,0.0296209749595548,0.0894438539448025,0.2711062328517638,0.446486021240895,0.0,0.1561322834727974,0.1386629971590909,1
0.1583683908959994,0.1644918636782315,0.1571952280083771,0.1652955271565495,0.3305482814736308,0.6436513490397324,0.3682100146115085,0.1790732381834569,0.4821145187236184,0.0314261211497381,0.0880501902410519,0.2867228199670304,0.482114518723616,0.0,0.1014478951922479,0.1387961647727272,1
0.4449300337467621,0.4617746392385631,0.4138608830768282,0.4522364217252397,0.3098010453195116,0.6273858001606694,0.9998877777733246,0.1666324731067868,0.4834176355065321,0.0263979358414857,0.0951968332300892,0.275913434472393,0.4834176355065283,0.0,0.0993733995635524,0.1388316761363636,1
0.132260728049899,0.1533619895609456,0.1359351027893355,0.1576277955271565,0.3422532227601528,0.658327078642315,0.9999994841269636,0.1483238706215285,0.3120082378807149,0.0366911304739821,0.0855302958550047,0.2600056714922543,0.3120082378807138,0.0,0.2922352279813131,0.1931729403409091,1
0.1299113085421355,0.151097635861222,0.1332277398067465,0.1550718849840255,0.3415015269618952,0.6573556797020483,0.9993905555313712,0.1471978811984874,0.3075591890629008,0.0350286707326112,0.0839055363018078,0.2590273350586404,0.3075591890628972,0.0,0.2966510172893612,0.1388494318181818,1
0.1212861677490757,0.1437672704943199,0.120543011652745,0.1432907348242811,0.3309543934724914,0.6383773685615158,0.9994028968017022,0.1409908798084636,0.280178150241454,0.0345669007433624,0.0814803637938314,0.2536342687659299,0.2801781502414533,0.0,0.3163130081913825,0.1387428977272727,1
0.1246734799251427,0.1458397298127111,0.1274394614526295,0.1505191693290735,0.3403849317967742,0.6610541085679208,0.9993905555313712,0.1428710033982801,0.2992244279949481,0.0344571700556901,0.0834519424306818,0.2552678484159473,0.2992244279949561,0.0,0.3064884337696924,0.2727183948863636,1
0.127692170271913,0.1498695118206938,0.1286047104803358,0.1505591054313099,0.3353788777419138,0.6434545144222563,0.9993867063248694,0.1454786770679377,0.2944045638460968,0.0347835361192928,0.0828751633672417,0.2575335732138848,0.2944045638460968,0.0,0.3022543348959056,0.1766690340909091,1
0.1249057203920637,0.1474132637396377,0.1253681058116444,0.1486022364217252,0.3342299949148686,0.6456706576435884,0.9993905555313712,0.1418240543598662,0.2864291707028628,0.0342237504708352,0.0819765361563428,0.2543581876611862,0.2864291707028621,0.0,0.3067721443008198,0.1386186079545454,1
0.1346214763609269,0.1558182376420018,0.1372397332336514,0.1593849840255591,0.3394799915069927,0.6551752441927275,0.9999810317452792,0.1478650764959165,0.3146457080647285,0.0346218104831754,0.0845300520220468,0.259607039853778,0.3146457080647271,0.0,0.2883097234771545,0.1766512784090909,1
0.0003755934005363,0.000383788762665,0.000892601649695,0.0002795527156549,0.7297710904141174,0.4242424242424242,1.349206402746286e-05,0.957037427517132,0.4859800278868085,0.9744820762741638,0.4977329131567006,0.9626711858196308,0.4859800278868085,0.0,0.0018422426233534,0.002938565340909,1
0.132592313406985,0.1550506601166718,0.1335549166603601,0.155870607028754,0.3354197486171389,0.6439000247463498,0.9993905555313712,0.1463985977292516,0.2997139391518144,0.0346474582266072,0.0831533201284575,0.2583328630478592,0.2997139391518135,0.0,0.2920572775025564,0.2727183948863636,1
0.1401381678275059,0.1624577832361068,0.1418436517625378,0.1633386581469648,0.3370591905301546,0.643993071957172,0.9993905555313712,0.1504134826189337,0.3123548515431436,0.0355188054070914,0.0842055550695647,0.2618212689635492,0.3123548515431469,0.0,0.2787229310588487,0.1388227982954545,1
0.5137115555971914,0.531892846177464,0.4782392992911423,0.5100239616613419,0.3100632567685029,0.6142857142857142,0.9998806745984395,0.1744529305758174,0.4873117463350631,0.0280186323696043,0.0967380860393643,0.2827083814878067,0.4873117463350629,0.0,0.0871554123971027,0.1404119318181818,1
0.1208408586361428,0.1429996929689898,0.1205611032077346,0.1439297124600639,0.3322235222562774,0.6446650567927734,0.9993905555313712,0.1397385438893234,0.2825750506837321,0.0338405971088664,0.0816757904866186,0.2525461538762633,0.2825750506837321,0.0,0.3164817128516788,0.2727183948863636,1
0.1266259555954484,0.1482192201412342,0.1282010904366256,0.1502396166134185,0.3371406906153683,0.6492363448097334,0.9993905555313712,0.1451767627724123,0.2982907428390313,0.0346996141215243,0.0831031683101832,0.2572712494752279,0.2982907428390293,0.0,0.304277407555456,0.138778409090909,1
0.106206223434501,0.1238486337120049,0.107479380086498,0.1257188498402555,0.3369740104258344,0.6501445683601816,0.8049894763884713,0.1457346549323181,0.3037680748984655,0.034447470706186,0.0835607030236511,0.2577559842470607,0.303768074898465,0.0,0.2931077946730295,0.1957563920454545,1
0.1599740308971322,0.1814169481117593,0.1566379571525727,0.1806309904153354,0.3260712043588126,0.6377608573040046,0.9995429364897992,0.149986253123641,0.3448820922969819,0.032283736751777,0.088936427132472,0.2614500628294534,0.3448820922969775,0.0,0.2508286125174579,0.2696732954545454,1
